Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Sales Category,Profitable
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,205.99,1,0.20,-2.57,-1.25,Low,164.79
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,15.55,3,0.20,5.44,35,Low,12.44
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Phones,503.96,5,0.20,50.4,10,Medium,403.17
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Appliances,24.47,7,0.20,1.84,7.5,Low,19.58
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Bookcases,241.57,2,0.20,0,0,Low,193.25
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,110.4,2,0.20,-4.14,-3.75,Low,88.32
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,384.77,2,0.40,-115.43,-30,Low,230.86
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Machines,78.66,6,0.00,36.18,46,Low,78.66
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Paper,45.36,4,0.00,22.23,49,Low,45.36
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Appliances,962.08,4,0.20,156.34,16.25,Medium,769.66
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,12.84,3,0.70,-9.85,-76.67,Low,3.85
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,295.46,14,0.20,96.02,32.5,Low,236.36
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,32.4,5,0.00,15.55,48,Low,32.4
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,103.94,4,0.20,16.89,16.25,Low,83.15
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Furniture,Bookcases,289.57,2,0.20,10.86,3.75,Low,231.65
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Storage,39.72,5,0.20,4.47,11.25,Low,31.78
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Technology,Phones,244.77,4,0.20,24.48,10,Low,195.81
Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,24,2,0.20,-2.7,-11.25,Low,19.2
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,15.55,3,0.20,5.44,35,Low,12.44
Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,26.18,2,0.20,-3.27,-12.5,Low,20.94
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,20.94,3,0.00,6.07,29,Low,20.94
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,135.09,9,0.00,62.14,46,Low,135.09
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,279.86,14,0.00,64.37,23,Low,279.86
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,90.06,6,0.00,41.43,46,Low,90.06
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,539.96,6,0.40,-107.99,-20,Medium,323.98
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,50.23,7,0.40,-10.05,-20,Low,30.14
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Office Supplies,Binders,19.24,3,0.70,-13.47,-70,Low,5.77
Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,1247.64,3,0.00,349.34,28,High,1247.64
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,5.3,3,0.20,0.46,8.75,Low,4.24
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,19.14,4,0.20,5.98,31.25,Low,15.31
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,332.83,4,0.20,-24.96,-7.5,Low,266.27
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,279.9,5,0.00,137.15,49,Low,279.9
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,50.35,3,0.20,17.62,35,Low,40.28
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,34.02,3,0.00,16.67,49,Low,34.02
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,23.88,6,0.00,8.12,34,Low,23.88
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,11.52,4,0.00,5.64,49,Low,11.52
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,286.93,7,0.00,140.6,49,Low,286.93
Standard Class,Home Office,United States,San Francisco,California,94109,West,Technology,Phones,206.38,2,0.20,23.22,11.25,Low,165.11
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,218.35,3,0.20,0,0,Low,174.68
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,529.9,5,0.00,105.98,20,Medium,529.9
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,99.3,10,0.00,41.71,42,Low,99.3
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,108.96,2,0.00,30.51,28,Low,108.96
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,2.69,1,0.20,0.84,31.25,Low,2.15
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,5443.96,4,0.00,"2,504.22",46,High,5443.96
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Furniture,Chairs,302.67,3,0.00,72.64,24,Low,302.67
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,56.07,7,0.00,25.23,45,Low,56.07
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,10.08,2,0.20,3.28,32.5,Low,8.06
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,59.99,1,0.40,-13,-21.67,Low,36
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,5.72,5,0.70,-4.76,-83.33,Low,1.71
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,9.42,5,0.70,-7.85,-83.33,Low,2.83
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Copiers,1999.96,4,0.00,899.98,45,High,1999.96
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,216.4,4,0.00,56.26,26,Low,216.4
Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Labels,6.94,3,0.20,2.34,33.75,Low,5.55
Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Binders,4.43,3,0.80,-6.86,-155,Low,0.89
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Art,8.8,5,0.00,2.55,29,Low,8.8
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,142.8,1,0.00,29.99,21,Low,142.8
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,399.95,5,0.00,143.98,36,Low,399.95
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Binders,2152.78,3,0.20,726.56,33.75,High,1722.22
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Bookcases,4007.84,10,0.20,-50.1,-1.25,High,3206.27
First Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,328.59,3,0.40,-147.87,-45,Low,197.15
First Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Storage,98.35,3,0.20,-24.59,-25,Low,78.68
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Phones,158.99,1,0.00,41.34,26,Low,158.99
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Chairs,291.1,5,0.00,75.69,26,Low,291.1
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,73.68,6,0.00,34.63,47,Low,73.68
First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,139.92,2,0.00,23.79,17,Low,139.92
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,107.88,3,0.20,10.79,10,Low,86.3
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,33.29,1,0.00,7.99,24,Low,33.29
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,58.17,5,0.70,-46.54,-80,Low,17.45
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Labels,5.04,2,0.20,1.76,35,Low,4.03
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,24.78,1,0.20,7.75,31.25,Low,19.83
Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Furniture,Chairs,634.12,6,0.30,-172.12,-27.14,Medium,443.88
Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Paper,17.47,3,0.20,5.68,32.5,Low,13.98
First Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,155.88,6,0.00,38.97,25,Low,155.88
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,327.56,4,0.10,21.84,6.67,Low,294.81
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,13.36,2,0.00,6.41,48,Low,13.36
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,158.9,5,0.00,7.95,5,Low,158.9
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Accessories,319.97,4,0.20,71.99,22.5,Low,255.97
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,505.32,3,0.20,31.58,6.25,Medium,404.26
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,3.81,1,0.20,1.24,32.5,Low,3.05
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,8.68,1,0.80,-14.76,-170,Low,1.74
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,24.42,1,0.20,7.94,32.5,Low,19.54
Standard Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Chairs,1522.64,9,0.10,169.18,11.11,High,1370.37
Standard Class,Corporate,United States,Roseville,California,95661,West,Office Supplies,Envelopes,419.9,5,0.00,197.35,47,Low,419.9
Standard Class,Corporate,United States,Roseville,California,95661,West,Office Supplies,Labels,3.15,1,0.00,1.51,48,Low,3.15
First Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Appliances,33.62,5,0.80,-90.77,-270,Low,6.72
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,16.14,3,0.00,7.91,49,Low,16.14
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Furniture,Tables,194.25,2,0.30,-38.85,-20,Low,135.98
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,8.64,3,0.00,2.51,29,Low,8.64
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Furniture,Chairs,872.32,4,0.00,244.25,28,Medium,872.32
Second Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Binders,243.99,4,0.80,-426.99,-175,Low,48.8
Second Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Art,7.12,5,0.20,0.71,10,Low,5.7
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,2.69,2,0.20,1.01,37.5,Low,2.15
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,317.06,3,0.30,-18.12,-5.71,Low,221.94
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,149.35,3,0.20,50.41,33.75,Low,119.48
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,227.98,3,0.20,28.5,12.5,Low,182.38
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,11.96,2,0.00,5.86,49,Low,11.96
Standard Class,Corporate,United States,Plainfield,New Jersey,7060,East,Office Supplies,Storage,563.4,4,0.00,67.61,12,Medium,563.4
Standard Class,Corporate,United States,Plainfield,New Jersey,7060,East,Technology,Machines,319.92,8,0.00,118.37,37,Low,319.92
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,1049.44,8,0.00,440.76,42,High,1049.44
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,170.35,3,0.20,-17.04,-10,Low,136.28
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Phones,173.94,6,0.00,50.44,29,Low,173.94
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,1007.94,7,0.20,75.6,7.5,High,806.36
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,6.68,1,0.00,3.21,48,Low,6.68
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,8.34,3,0.00,2.25,27,Low,8.34
Same Day,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,101.94,3,0.00,30.58,30,Low,101.94
Standard Class,Corporate,United States,Edmonds,Washington,98026,West,Technology,Accessories,179.97,3,0.00,86.39,48,Low,179.97
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Art,101.94,6,0.00,29.56,29,Low,101.94
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Technology,Phones,271.96,4,0.00,67.99,25,Low,271.96
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Furniture,Furnishings,8.8,5,0.00,3.87,44,Low,8.8
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Art,19.68,6,0.00,5.71,29,Low,19.68
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Furniture,Bookcases,302.94,3,0.00,69.68,23,Low,302.94
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Binders,14.94,3,0.00,7.17,48,Low,14.94
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Supplies,231.72,2,0.00,11.59,5,Low,231.72
First Class,Consumer,United States,Delray Beach,Florida,33445,South,Office Supplies,Labels,9.91,3,0.20,3.22,32.5,Low,7.93
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Art,34.65,3,0.00,9.7,28,Low,34.65
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,19.8,5,0.20,1.73,8.75,Low,15.84
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,33.57,2,0.20,11.75,35,Low,26.85
Standard Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Art,125.93,7,0.00,35.26,28,Low,125.93
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,11.76,5,0.70,-7.84,-66.67,Low,3.53
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,5.34,1,0.20,1.87,35,Low,4.28
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,1.37,1,0.70,-0.91,-66.67,Low,0.41
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,62.02,2,0.20,22.48,36.25,Low,49.61
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,60.72,3,0.00,23.68,39,Low,60.72
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,146.82,3,0.00,73.41,50,Low,146.82
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Chairs,239.84,8,0.00,64.76,27,Low,239.84
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Labels,15.66,6,0.00,7.2,46,Low,15.66
First Class,Consumer,United States,Commerce City,Colorado,80022,West,Office Supplies,Storage,146.35,3,0.20,-32.93,-22.5,Low,117.08
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Fasteners,5.94,3,0.00,0,0,Low,5.94
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Paper,45.36,7,0.00,21.77,48,Low,45.36
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Technology,Phones,211.17,4,0.20,23.76,11.25,Low,168.93
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Furniture,Chairs,484.7,6,0.20,-84.82,-17.5,Low,387.76
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Technology,Machines,371.98,3,0.20,116.24,31.25,Low,297.58
Same Day,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Storage,89.82,6,0.00,25.15,28,Low,89.82
First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,19.3,3,0.20,6.03,31.25,Low,15.44
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,191.96,2,0.00,51.83,27,Low,191.96
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,21.3,3,0.00,9.8,46,Low,21.3
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Technology,Phones,469.95,5,0.00,131.59,28,Low,469.95
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,209.88,3,0.00,35.68,17,Low,209.88
